uniqueIdentifier,amount,date,bankName
BCA3514,-119214,2024-01-31,BCA
BNI3515,-132530,2024-01-24,BNI
BRI3516,-114759,2024-01-02,BRI
Mandiri3517,-122763,2024-01-26,Mandiri
BCA3518,105780,2024-01-27,BCA
Mandiri3519,-122362,2024-01-23,Mandiri
BCA3520,106060,2024-01-10,BCA
BNI3521,-113130,2024-01-01,BNI
Mandiri3522,111675,2024-01-16,Mandiri
BCA3523,113900,2024-01-04,BCA
Mandiri3524,-105473,2024-01-14,Mandiri
BNI3525,129911,2024-01-25,BNI
BNI3526,119319,2024-01-20,BNI
BRI3527,-117736,2024-01-06,BRI
BCA3528,104951,2024-01-29,BCA
BCA3529,118833,2024-01-01,BCA
Mandiri3530,118387,2024-01-03,Mandiri
BNI3531,119483,2024-01-16,BNI
BCA3532,106276,2024-01-09,BCA
BNI3533,-120797,2024-01-22,BNI
Mandiri3534,-109785,2024-01-04,Mandiri
BCA3535,117759,2024-01-21,BCA
BRI3536,103115,2024-01-04,BRI
BNI3537,-119615,2024-01-14,BNI
Mandiri3538,115715,2024-01-12,Mandiri
BNI3539,107058,2024-01-06,BNI
BNI3540,109615,2024-01-19,BNI
BRI3541,106520,2024-01-26,BRI
BCA3542,108771,2024-01-05,BCA
BCA3543,-102808,2024-01-29,BCA
Mandiri3544,107510,2024-01-17,Mandiri
BRI3545,-122851,2024-01-04,BRI
BCA3546,-117107,2024-01-29,BCA
BCA3547,-125649,2024-01-04,BCA
BRI3548,-127837,2024-01-24,BRI
BRI3549,-124238,2024-01-29,BRI
BNI3550,123708,2024-01-31,BNI
BCA3551,-111160,2024-01-15,BCA
BCA3552,-109857,2024-01-22,BCA
BCA3553,-115833,2024-01-29,BCA
BCA3554,-115111,2024-01-27,BCA
Mandiri3555,120833,2024-01-03,Mandiri
BNI3556,-113703,2024-01-04,BNI
BCA3557,106993,2024-01-28,BCA
Mandiri3558,-126983,2024-01-24,Mandiri
BNI3559,-132368,2024-01-02,BNI
BNI3560,103409,2024-01-10,BNI
BRI3561,-105577,2024-01-07,BRI
Mandiri3562,117601,2024-01-06,Mandiri
BNI3563,-112794,2024-01-02,BNI
BRI3564,106176,2024-01-20,BRI
BRI3565,-126269,2024-01-03,BRI
BRI3566,-106497,2024-01-26,BRI
BCA3567,111229,2024-01-27,BCA
BCA3568,-128391,2024-01-30,BCA
BNI3569,-105383,2024-01-23,BNI
BNI3570,-114364,2024-01-12,BNI
BCA3571,-124511,2024-01-01,BCA
BCA3572,-109974,2024-01-08,BCA
BRI3573,122558,2024-01-23,BRI
BRI3574,112133,2024-01-05,BRI
BRI3575,-127879,2024-01-29,BRI
BNI3576,116738,2024-01-09,BNI
BRI3577,-100915,2024-01-20,BRI
Mandiri3578,105137,2024-01-06,Mandiri
BCA3579,122238,2024-01-30,BCA
BNI3580,102101,2024-01-04,BNI
Mandiri3581,106953,2024-01-20,Mandiri
BNI3582,101513,2024-01-12,BNI
BCA3583,131428,2024-01-02,BCA
BRI3584,-125946,2024-01-14,BRI
BCA3585,-126872,2024-01-06,BCA
Mandiri3586,123540,2024-01-05,Mandiri
BRI3587,-132114,2024-01-22,BRI
BCA3588,132581,2024-01-30,BCA
BRI3589,-112896,2024-01-21,BRI
Mandiri3590,109345,2024-01-25,Mandiri
BRI3591,111860,2024-01-28,BRI
BCA3592,110085,2024-01-28,BCA
BRI3593,126574,2024-01-16,BRI
BCA3594,125845,2024-01-05,BCA
BCA3595,106915,2024-01-14,BCA
Mandiri3596,126185,2024-01-26,Mandiri
BRI3597,-127441,2024-01-09,BRI
BCA3598,-117753,2024-01-10,BCA
BNI3599,120388,2024-01-24,BNI
BRI3600,-112692,2024-01-23,BRI
Mandiri3601,-118746,2024-01-05,Mandiri
Mandiri3602,-105026,2024-01-17,Mandiri
BRI3603,100003,2024-01-10,BRI
BCA3604,106049,2024-01-11,BCA
BCA3605,100342,2024-01-16,BCA
BNI3606,119134,2024-01-03,BNI
Mandiri3607,105485,2024-01-09,Mandiri
BCA3608,127892,2024-01-07,BCA
Mandiri3609,114443,2024-01-17,Mandiri
Mandiri3610,102401,2024-01-22,Mandiri
BNI3611,-123889,2024-01-28,BNI
Mandiri3612,118279,2024-01-08,Mandiri
BNI3613,129268,2024-01-11,BNI
BNI3614,109364,2024-01-13,BNI
Mandiri3615,-121653,2024-01-01,Mandiri
Mandiri3616,121264,2024-01-26,Mandiri
BRI3617,-111805,2024-01-06,BRI
BCA3618,-116889,2024-01-16,BCA
BCA3619,-119383,2024-01-08,BCA
BRI3620,-119699,2024-01-03,BRI
BCA3621,100254,2024-01-12,BCA
Mandiri3622,109694,2024-01-27,Mandiri
BRI3623,-124491,2024-01-01,BRI
BRI3624,-112139,2024-01-16,BRI
BRI3625,-103096,2024-01-03,BRI
BNI3626,108456,2024-01-02,BNI
BCA3627,-100878,2024-01-14,BCA
BNI3628,-123640,2024-01-31,BNI
BRI3629,-126865,2024-01-08,BRI
BRI3630,119003,2024-01-02,BRI
Mandiri3631,105740,2024-01-02,Mandiri
BCA3632,120745,2024-01-18,BCA
BNI3633,126799,2024-01-13,BNI
Mandiri3634,128555,2024-01-26,Mandiri
Mandiri3635,117303,2024-01-04,Mandiri
Mandiri3636,112263,2024-01-24,Mandiri
BNI3637,116919,2024-01-21,BNI
BNI3638,-127493,2024-01-19,BNI
Mandiri3639,-109539,2024-01-25,Mandiri
Mandiri3640,-111237,2024-01-17,Mandiri
BNI3641,102628,2024-01-27,BNI
BCA3642,-118780,2024-01-24,BCA
BNI3643,-127074,2024-01-26,BNI
BRI3644,108617,2024-01-11,BRI
BNI3645,105158,2024-01-21,BNI
BRI3646,-126291,2024-01-16,BRI
BCA3647,129891,2024-01-04,BCA
BCA3648,127258,2024-01-30,BCA
Mandiri3649,-104800,2024-01-05,Mandiri
BCA3650,131405,2024-01-17,BCA
Mandiri3651,-114697,2024-01-17,Mandiri
BCA3652,113544,2024-01-03,BCA
BNI3653,-106689,2024-01-21,BNI
BNI3654,112950,2024-01-31,BNI
BNI3655,-118733,2024-01-25,BNI
BNI3656,128476,2024-01-27,BNI
BCA3657,-123326,2024-01-29,BCA
Mandiri3658,119856,2024-01-18,Mandiri
BNI3659,-121363,2024-01-11,BNI
BNI3660,-104005,2024-01-16,BNI
BNI3661,-113780,2024-01-08,BNI
Mandiri3662,125630,2024-01-12,Mandiri
BCA3663,104590,2024-01-15,BCA
BCA3664,117950,2024-01-13,BCA
BNI3665,132479,2024-01-03,BNI
BRI3666,118289,2024-01-15,BRI
BRI3667,123988,2024-01-01,BRI
BRI3668,125632,2024-01-17,BRI
BNI3669,104954,2024-01-28,BNI
BNI3670,109332,2024-01-04,BNI
Mandiri3671,126911,2024-01-14,Mandiri
BRI3672,101548,2024-01-08,BRI
BCA3673,106037,2024-01-15,BCA
BCA3674,-122168,2024-01-07,BCA
BCA3675,-123145,2024-01-17,BCA
BCA3676,-119030,2024-01-01,BCA
BNI3677,131896,2024-01-19,BNI
BCA3678,-105727,2024-01-01,BCA
BRI3679,-117158,2024-01-05,BRI
BNI3680,-108816,2024-01-16,BNI
Mandiri3681,110331,2024-01-31,Mandiri
BNI3682,128585,2024-01-11,BNI
BNI3683,-112223,2024-01-31,BNI
Mandiri3684,-102428,2024-01-19,Mandiri
BNI3685,123745,2024-01-15,BNI
BCA3686,111201,2024-01-03,BCA
BCA3687,-119858,2024-01-20,BCA
Mandiri3688,-111440,2024-01-06,Mandiri
Mandiri3689,114681,2024-01-27,Mandiri
BRI3690,-106950,2024-01-21,BRI
BNI3691,-124395,2024-01-06,BNI
BNI3692,-120871,2024-01-03,BNI
Mandiri3693,129651,2024-01-01,Mandiri
BNI3694,-127417,2024-01-24,BNI
Mandiri3695,-132737,2024-01-29,Mandiri
Mandiri3696,101452,2024-01-28,Mandiri
BCA3697,109026,2024-01-20,BCA
BRI3698,129418,2024-01-11,BRI
Mandiri3699,-128049,2024-01-11,Mandiri
BNI3700,125765,2024-01-02,BNI
BCA3701,114870,2024-01-13,BCA
BCA3702,-109473,2024-01-04,BCA
BRI3703,122971,2024-01-08,BRI
Mandiri3704,132578,2024-01-31,Mandiri
BRI3705,102775,2024-01-07,BRI
BRI3706,-104014,2024-01-13,BRI
BCA3707,-131103,2024-01-06,BCA
BCA3708,-112483,2024-01-31,BCA
BNI3709,129602,2024-01-16,BNI
BRI3710,106576,2024-01-09,BRI
BRI3711,-121270,2024-01-03,BRI
Mandiri3712,-128107,2024-01-01,Mandiri
BRI3713,103172,2024-01-19,BRI
BNI3714,-126246,2024-01-15,BNI
BRI3715,101009,2024-01-19,BRI
BCA3716,122792,2024-01-17,BCA
BRI3717,-129656,2024-01-04,BRI
BRI3718,103703,2024-01-06,BRI
Mandiri3719,131634,2024-01-06,Mandiri
BCA3720,-110653,2024-01-16,BCA
BRI3721,105952,2024-01-20,BRI
Mandiri3722,-105730,2024-01-30,Mandiri
BCA3723,126413,2024-01-15,BCA
Mandiri3724,112118,2024-01-16,Mandiri
BRI3725,104325,2024-01-18,BRI
BNI3726,121318,2024-01-11,BNI
BNI3727,118941,2024-01-13,BNI
Mandiri3728,-100138,2024-01-10,Mandiri
BCA3729,131056,2024-01-10,BCA
Mandiri3730,109615,2024-01-24,Mandiri
BRI3731,-132358,2024-01-26,BRI
BNI3732,107630,2024-01-25,BNI
BNI3733,118245,2024-01-20,BNI
Mandiri3734,114374,2024-01-03,Mandiri
Mandiri3735,107118,2024-01-09,Mandiri
BRI3736,105982,2024-01-05,BRI
Mandiri3737,-106786,2024-01-22,Mandiri
Mandiri3738,-112086,2024-01-04,Mandiri
BNI3739,132059,2024-01-22,BNI
BRI3740,-100074,2024-01-07,BRI
BCA3741,-103387,2024-01-02,BCA
Mandiri3742,-129374,2024-01-21,Mandiri
BRI3743,125772,2024-01-28,BRI
BRI3744,115203,2024-01-21,BRI
BCA3745,-126708,2024-01-22,BCA
BRI3746,-100218,2024-01-29,BRI
BCA3747,-130519,2024-01-03,BCA
BCA3748,-128131,2024-01-02,BCA
Mandiri3749,122108,2024-01-08,Mandiri
BNI3750,129648,2024-01-05,BNI
Mandiri3751,103558,2024-01-03,Mandiri
BRI3752,-109182,2024-01-19,BRI
Mandiri3753,129004,2024-01-22,Mandiri
BRI3754,110204,2024-01-14,BRI
BCA3755,-105969,2024-01-11,BCA
BRI3756,129291,2024-01-27,BRI
Mandiri3757,118180,2024-01-07,Mandiri
BCA3758,-111451,2024-01-18,BCA
Mandiri3759,-101530,2024-01-28,Mandiri
BRI3760,-109105,2024-01-24,BRI
BRI3761,112416,2024-01-08,BRI
BCA3762,128409,2024-01-15,BCA
Mandiri3763,101899,2024-01-27,Mandiri
BCA3764,114322,2024-01-16,BCA
BRI3765,106108,2024-01-14,BRI
BCA3766,117657,2024-01-11,BCA
Mandiri3767,-100016,2024-01-24,Mandiri
BNI3768,119000,2024-01-29,BNI
Mandiri3769,102318,2024-01-10,Mandiri
BCA3770,-119400,2024-01-18,BCA
Mandiri3771,-102005,2024-01-13,Mandiri
BNI3772,108259,2024-01-25,BNI
BRI3773,-110589,2024-01-10,BRI
Mandiri3774,-116289,2024-01-11,Mandiri
Mandiri3775,-125470,2024-01-23,Mandiri
BRI3776,130223,2024-01-13,BRI
BRI3777,-129090,2024-01-26,BRI
BNI3778,115422,2024-01-07,BNI
Mandiri3779,-114025,2024-01-18,Mandiri
Mandiri3780,120069,2024-01-16,Mandiri
Mandiri3781,118246,2024-01-25,Mandiri
BNI3782,104324,2024-01-27,BNI
BCA3783,127461,2024-01-02,BCA
BNI3784,-121832,2024-01-31,BNI
BCA3785,-120469,2024-01-17,BCA
BCA3786,-105164,2024-01-19,BCA
Mandiri3787,102031,2024-01-17,Mandiri
BCA3788,108221,2024-01-12,BCA
BNI3789,-107205,2024-01-22,BNI
Mandiri3790,109105,2024-01-19,Mandiri
BCA3791,130096,2024-01-20,BCA
BRI3792,122424,2024-01-01,BRI
Mandiri3793,101099,2024-01-14,Mandiri
Mandiri3794,-115038,2024-01-20,Mandiri
BRI3795,-127608,2024-01-17,BRI
BNI3796,105993,2024-01-05,BNI
BCA3797,121718,2024-01-28,BCA
BRI3798,-120116,2024-01-11,BRI
Mandiri3799,100826,2024-01-01,Mandiri
BCA3800,104009,2024-01-01,BCA
BCA3801,-109458,2024-01-13,BCA
BNI3802,122524,2024-01-15,BNI
BRI3803,-110117,2024-01-15,BRI
BCA3804,113317,2024-01-07,BCA
BCA3805,129693,2024-01-20,BCA
Mandiri3806,114960,2024-01-20,Mandiri
BCA3807,-126438,2024-01-22,BCA
BNI3808,101191,2024-01-28,BNI
BCA3809,127080,2024-01-10,BCA
BRI3810,-129258,2024-01-08,BRI
BNI3811,-123520,2024-01-27,BNI
BRI3812,-115591,2024-01-15,BRI
BNI3813,-121901,2024-01-05,BNI
BRI3814,-114027,2024-01-08,BRI
BNI3815,109830,2024-01-31,BNI
BNI3816,129622,2024-01-25,BNI
BRI3817,118355,2024-01-09,BRI
Mandiri3818,131722,2024-01-12,Mandiri
Mandiri3819,115679,2024-01-12,Mandiri
BCA3820,-131173,2024-01-20,BCA
BNI3821,-125155,2024-01-02,BNI
BCA3822,132737,2024-01-22,BCA
BCA3823,101656,2024-01-24,BCA
BNI3824,100375,2024-01-17,BNI
Mandiri3825,115400,2024-01-19,Mandiri
BCA3826,-120599,2024-01-31,BCA
Mandiri3827,131462,2024-01-12,Mandiri
BNI3828,123692,2024-01-28,BNI
BRI3829,-129481,2024-01-19,BRI
BRI3830,-129709,2024-01-12,BRI
BRI3831,119970,2024-01-13,BRI
BRI3832,-123433,2024-01-03,BRI
Mandiri3833,118599,2024-01-04,Mandiri
BCA3834,108809,2024-01-02,BCA
BRI3835,-122147,2024-01-13,BRI
Mandiri3836,106888,2024-01-02,Mandiri
BNI3837,125878,2024-01-22,BNI
BRI3838,-114661,2024-01-21,BRI
BCA3839,-113243,2024-01-06,BCA
BNI3840,-118948,2024-01-12,BNI
BCA3841,107739,2024-01-14,BCA
BNI3842,-122678,2024-01-16,BNI
BRI3843,127570,2024-01-13,BRI
BRI3844,114273,2024-01-22,BRI
Mandiri3845,123594,2024-01-31,Mandiri
BCA3846,121149,2024-01-04,BCA
BRI3847,132260,2024-01-25,BRI
BNI3848,-112541,2024-01-31,BNI
BNI3849,130973,2024-01-31,BNI
Mandiri3850,-123470,2024-01-06,Mandiri
BRI3851,-110105,2024-01-25,BRI
BCA3852,-131930,2024-01-10,BCA
BNI3853,114164,2024-01-21,BNI
BRI3854,109665,2024-01-03,BRI
BNI3855,-121096,2024-01-22,BNI
BNI3856,-100519,2024-01-19,BNI
BRI3857,111152,2024-01-16,BRI
BCA3858,-121436,2024-01-21,BCA
BRI3859,128620,2024-01-20,BRI
BRI3860,125522,2024-01-06,BRI
BCA3861,-113262,2024-01-12,BCA
BCA3862,-128797,2024-01-25,BCA
BCA3863,113602,2024-01-15,BCA
BNI3864,107598,2024-01-12,BNI
Mandiri3865,123205,2024-01-14,Mandiri
Mandiri3866,121929,2024-01-28,Mandiri
BCA3867,131496,2024-01-15,BCA
Mandiri3868,128741,2024-01-04,Mandiri
BNI3869,-116542,2024-01-19,BNI
BRI3870,-111831,2024-01-23,BRI
Mandiri3871,114485,2024-01-16,Mandiri
Mandiri3872,109469,2024-01-31,Mandiri
BRI3873,-126742,2024-01-08,BRI
BNI3874,100186,2024-01-26,BNI
BCA3875,-122393,2024-01-05,BCA
BRI3876,-131050,2024-01-07,BRI
Mandiri3877,100533,2024-01-09,Mandiri
BNI3878,-128017,2024-01-07,BNI
BNI3879,-123764,2024-01-17,BNI
BNI3880,115095,2024-01-05,BNI
BNI3881,-104172,2024-01-20,BNI
BNI3882,-103087,2024-01-29,BNI
BNI3883,108918,2024-01-09,BNI
BRI3884,-125172,2024-01-11,BRI
Mandiri3885,-101361,2024-01-08,Mandiri
BCA3886,-105450,2024-01-27,BCA
BCA3887,107962,2024-01-27,BCA
Mandiri3888,-113855,2024-01-03,Mandiri
BCA3889,112795,2024-01-17,BCA
BNI3890,-117445,2024-01-10,BNI
BCA3891,129122,2024-01-03,BCA
BNI3892,117716,2024-01-18,BNI
BNI3893,-109149,2024-01-14,BNI
BNI3894,-106908,2024-01-26,BNI
BCA3895,-114673,2024-01-22,BCA
Mandiri3896,-116883,2024-01-26,Mandiri
BNI3897,-119811,2024-01-06,BNI
BNI3898,-130803,2024-01-05,BNI
BRI3899,-126443,2024-01-16,BRI
BCA3900,-102931,2024-01-15,BCA
BNI3901,105774,2024-01-23,BNI
BRI3902,-110078,2024-01-27,BRI
BNI3903,-104493,2024-01-07,BNI
BNI3904,-128778,2024-01-18,BNI
BCA3905,111759,2024-01-21,BCA
BRI3906,122606,2024-01-20,BRI
BCA3907,131852,2024-01-22,BCA
Mandiri3908,130682,2024-01-09,Mandiri
BRI3909,-114918,2024-01-15,BRI
Mandiri3910,111361,2024-01-10,Mandiri
Mandiri3911,122927,2024-01-10,Mandiri
BNI3912,-115228,2024-01-21,BNI
BNI3913,-117944,2024-01-30,BNI
BNI3914,-116807,2024-01-29,BNI
BRI3915,-130605,2024-01-31,BRI
BCA3916,108172,2024-01-28,BCA
BCA3917,-100562,2024-01-29,BCA
BRI3918,127284,2024-01-06,BRI
BRI3919,-124133,2024-01-25,BRI
BNI3920,130360,2024-01-22,BNI
BRI3921,-115073,2024-01-04,BRI
BNI3922,-132074,2024-01-01,BNI
BNI3923,-105120,2024-01-04,BNI
Mandiri3924,121865,2024-01-29,Mandiri
Mandiri3925,107149,2024-01-08,Mandiri
BCA3926,126274,2024-01-25,BCA
BRI3927,-101863,2024-01-27,BRI
BCA3928,-112333,2024-01-06,BCA
BCA3929,108026,2024-01-01,BCA
BRI3930,127903,2024-01-14,BRI
Mandiri3931,-122916,2024-01-28,Mandiri
BRI3932,132715,2024-01-12,BRI
BNI3933,-117117,2024-01-27,BNI
Mandiri3934,-120177,2024-01-07,Mandiri
Mandiri3935,-101626,2024-01-26,Mandiri
Mandiri3936,-100804,2024-01-19,Mandiri
BRI3937,-124607,2024-01-15,BRI
BRI3938,-110474,2024-01-23,BRI
Mandiri3939,109155,2024-01-07,Mandiri
BCA3940,-126058,2024-01-08,BCA
BNI3941,-117332,2024-01-07,BNI
BCA3942,120611,2024-01-07,BCA
BNI3943,-114062,2024-01-11,BNI
BNI3944,-122627,2024-01-18,BNI
BRI3945,-124280,2024-01-16,BRI
Mandiri3946,-103341,2024-01-01,Mandiri
BRI3947,-122998,2024-01-18,BRI
BNI3948,126330,2024-01-11,BNI
BNI3949,112271,2024-01-03,BNI
BNI3950,123991,2024-01-06,BNI
BRI3951,111681,2024-01-03,BRI
Mandiri3952,106218,2024-01-24,Mandiri
BCA3953,-115801,2024-01-11,BCA
BRI3954,114019,2024-01-12,BRI
BCA3955,121950,2024-01-21,BCA
BNI3956,109385,2024-01-11,BNI
BNI3957,-116728,2024-01-24,BNI
BNI3958,125223,2024-01-26,BNI
Mandiri3959,-130652,2024-01-22,Mandiri
BCA3960,-119511,2024-01-28,BCA
BNI3961,-123298,2024-01-15,BNI
BCA3962,-129252,2024-01-24,BCA
BCA3963,-131723,2024-01-19,BCA
BCA3964,-107332,2024-01-10,BCA
Mandiri3965,-128037,2024-01-01,Mandiri
Mandiri3966,127306,2024-01-29,Mandiri
BCA3967,102739,2024-01-01,BCA
BNI3968,112291,2024-01-09,BNI
Mandiri3969,-131870,2024-01-07,Mandiri
BCA3970,106182,2024-01-12,BCA
Mandiri3971,-100695,2024-01-16,Mandiri
Mandiri3972,112657,2024-01-29,Mandiri
BRI3973,110584,2024-01-20,BRI
Mandiri3974,-114065,2024-01-17,Mandiri
BRI3975,125512,2024-01-30,BRI
BRI3976,-113188,2024-01-20,BRI
BCA3977,-111013,2024-01-24,BCA
Mandiri3978,-123256,2024-01-16,Mandiri
BCA3979,-127113,2024-01-12,BCA
BNI3980,-109332,2024-01-09,BNI
BCA3981,-123679,2024-01-16,BCA
BRI3982,117099,2024-01-28,BRI
BCA3983,122247,2024-01-14,BCA
BRI3984,-127659,2024-01-12,BRI
BCA3985,115868,2024-01-10,BCA
BNI3986,101063,2024-01-11,BNI
Mandiri3987,-108757,2024-01-10,Mandiri
BCA3988,132589,2024-01-01,BCA
BCA3989,-101267,2024-01-05,BCA
BNI3990,-114787,2024-01-05,BNI
BNI3991,103945,2024-01-01,BNI
BRI3992,-130182,2024-01-02,BRI
BCA3993,-105842,2024-01-28,BCA
BCA3994,108892,2024-01-20,BCA
Mandiri3995,-125784,2024-01-09,Mandiri
Mandiri3996,-127990,2024-01-01,Mandiri
BRI3997,102684,2024-01-23,BRI
Mandiri3998,123807,2024-01-30,Mandiri
Mandiri3999,-115954,2024-01-19,Mandiri
BNI4000,117886,2024-01-19,BNI
Mandiri4001,-103203,2024-01-13,Mandiri
BRI4002,110138,2024-01-13,BRI
BNI4003,-114974,2024-01-29,BNI
BNI4004,101320,2024-01-03,BNI
Mandiri4005,116937,2024-01-31,Mandiri
Mandiri4006,-122721,2024-01-30,Mandiri
BNI4007,131349,2024-01-19,BNI
BCA4008,127320,2024-01-14,BCA
Mandiri4009,-101815,2024-01-31,Mandiri
BCA4010,-129602,2024-01-06,BCA
BRI4011,113310,2024-01-09,BRI
Mandiri4012,100533,2024-01-17,Mandiri
Mandiri4013,108666,2024-01-08,Mandiri
BNI4014,-102536,2024-01-12,BNI
BNI4015,120429,2024-01-23,BNI
BNI4016,-116053,2024-01-11,BNI
BRI4017,119234,2024-01-27,BRI
BRI4018,-121776,2024-01-16,BRI
BRI4019,-120635,2024-01-09,BRI
BRI4020,128076,2024-01-16,BRI
BCA4021,109145,2024-01-01,BCA
BNI4022,113166,2024-01-30,BNI
BNI4023,-132516,2024-01-28,BNI
BRI4024,102324,2024-01-18,BRI
BRI4025,130019,2024-01-16,BRI
BCA4026,-129949,2024-01-06,BCA
Mandiri4027,105667,2024-01-02,Mandiri
Mandiri4028,-114650,2024-01-12,Mandiri
Mandiri4029,-122970,2024-01-23,Mandiri
BRI4030,-109193,2024-01-13,BRI
BNI4031,127887,2024-01-11,BNI
BRI4032,-103981,2024-01-06,BRI
BCA4033,-109639,2024-01-10,BCA
BCA4034,-113533,2024-01-31,BCA
BNI4035,-122610,2024-01-14,BNI
Mandiri4036,118246,2024-01-27,Mandiri
BCA4037,112577,2024-01-05,BCA
BRI4038,-119213,2024-01-06,BRI
Mandiri4039,116909,2024-01-23,Mandiri
Mandiri4040,106102,2024-01-04,Mandiri
BRI4041,-123430,2024-01-10,BRI
BRI4042,-131745,2024-01-06,BRI
BCA4043,-112366,2024-01-24,BCA
BCA4044,125874,2024-01-03,BCA
BNI4045,-126106,2024-01-26,BNI
Mandiri4046,116166,2024-01-19,Mandiri
Mandiri4047,114861,2024-01-25,Mandiri
BCA4048,122816,2024-01-08,BCA
BCA4049,-100162,2024-01-23,BCA
Mandiri4050,129973,2024-01-26,Mandiri
BCA4051,109258,2024-01-09,BCA
BRI4052,-113343,2024-01-15,BRI
Mandiri4053,-109888,2024-01-08,Mandiri
BRI4054,-112960,2024-01-10,BRI
Mandiri4055,-109031,2024-01-08,Mandiri
BRI4056,-123961,2024-01-31,BRI
BNI4057,109421,2024-01-12,BNI
BRI4058,-115264,2024-01-22,BRI
BNI4059,-132357,2024-01-24,BNI
BCA4060,-100936,2024-01-17,BCA
BNI4061,126424,2024-01-05,BNI
BRI4062,122913,2024-01-08,BRI
BCA4063,-103648,2024-01-08,BCA
BRI4064,121481,2024-01-16,BRI
Mandiri4065,-126978,2024-01-02,Mandiri
BNI4066,-131113,2024-01-29,BNI
BRI4067,121866,2024-01-18,BRI
BCA4068,-106691,2024-01-19,BCA
Mandiri4069,125910,2024-01-04,Mandiri
Mandiri4070,-116107,2024-01-25,Mandiri
BNI4071,111561,2024-01-29,BNI
BNI4072,-120663,2024-01-21,BNI
BNI4073,-107369,2024-01-23,BNI
Mandiri4074,129838,2024-01-10,Mandiri
BCA4075,117168,2024-01-27,BCA
BNI4076,-128358,2024-01-08,BNI
Mandiri4077,123253,2024-01-31,Mandiri
BNI4078,-102717,2024-01-18,BNI
BCA4079,125438,2024-01-20,BCA
BCA4080,100035,2024-01-08,BCA
BRI4081,-101525,2024-01-13,BRI
Mandiri4082,103021,2024-01-22,Mandiri
Mandiri4083,-119481,2024-01-21,Mandiri
BCA4084,121246,2024-01-28,BCA
BRI4085,-125249,2024-01-04,BRI
BCA4086,113937,2024-01-12,BCA
BRI4087,-101257,2024-01-09,BRI
BRI4088,118251,2024-01-20,BRI
BNI4089,-124551,2024-01-11,BNI
BRI4090,-109534,2024-01-07,BRI
Mandiri4091,-130645,2024-01-24,Mandiri
BRI4092,-103063,2024-01-28,BRI
BRI4093,-102798,2024-01-13,BRI
BRI4094,-113277,2024-01-12,BRI
BCA4095,-117919,2024-01-13,BCA
Mandiri4096,-121961,2024-01-18,Mandiri
Mandiri4097,101323,2024-01-19,Mandiri
BNI4098,102869,2024-01-09,BNI
BRI4099,105886,2024-01-15,BRI
Mandiri4100,-123576,2024-01-25,Mandiri
BRI4101,-106496,2024-01-12,BRI
BCA4102,100372,2024-01-11,BCA
BNI4103,-123167,2024-01-29,BNI
BRI4104,-110034,2024-01-24,BRI
Mandiri4105,-119288,2024-01-01,Mandiri
BRI4106,-114818,2024-01-20,BRI
Mandiri4107,115484,2024-01-10,Mandiri
BRI4108,131878,2024-01-15,BRI
Mandiri4109,-132356,2024-01-28,Mandiri
BNI4110,112389,2024-01-08,BNI
Mandiri4111,-117784,2024-01-12,Mandiri
BNI4112,129846,2024-01-13,BNI
Mandiri4113,103731,2024-01-11,Mandiri
BRI4114,-107378,2024-01-02,BRI
BRI4115,125504,2024-01-11,BRI
BRI4116,-101695,2024-01-28,BRI
BRI4117,130899,2024-01-08,BRI
BNI4118,123032,2024-01-04,BNI
BRI4119,122690,2024-01-09,BRI
BCA4120,-105637,2024-01-18,BCA
BNI4121,127915,2024-01-06,BNI
BNI4122,115469,2024-01-03,BNI
BNI4123,-118507,2024-01-01,BNI
Mandiri4124,-119839,2024-01-29,Mandiri
BRI4125,126836,2024-01-12,BRI
Mandiri4126,101302,2024-01-26,Mandiri
BCA4127,-125570,2024-01-27,BCA
Mandiri4128,121510,2024-01-08,Mandiri
BNI4129,-112923,2024-01-27,BNI
BCA4130,123416,2024-01-25,BCA
BRI4131,-128231,2024-01-29,BRI
BCA4132,110109,2024-01-08,BCA
BRI4133,-121657,2024-01-21,BRI
BRI4134,131680,2024-01-13,BRI
Mandiri4135,105321,2024-01-16,Mandiri
Mandiri4136,110527,2024-01-23,Mandiri
BCA4137,-129613,2024-01-27,BCA
Mandiri4138,101171,2024-01-27,Mandiri
BCA4139,-122730,2024-01-10,BCA
BRI4140,110156,2024-01-14,BRI
BCA4141,106814,2024-01-01,BCA
BCA4142,-104245,2024-01-16,BCA
BRI4143,-101556,2024-01-06,BRI
BNI4144,-129522,2024-01-11,BNI
Mandiri4145,123027,2024-01-26,Mandiri
BNI4146,-101978,2024-01-09,BNI
BCA4147,129176,2024-01-29,BCA
BRI4148,-118268,2024-01-26,BRI
Mandiri4149,-121967,2024-01-18,Mandiri
Mandiri4150,-121583,2024-01-21,Mandiri
BRI4151,132555,2024-01-15,BRI
BCA4152,-105532,2024-01-14,BCA
BRI4153,-107854,2024-01-15,BRI
BCA4154,126566,2024-01-08,BCA
Mandiri4155,108799,2024-01-04,Mandiri
Mandiri4156,-132665,2024-01-18,Mandiri
BNI4157,128898,2024-01-06,BNI
BNI4158,115172,2024-01-14,BNI
Mandiri4159,-125507,2024-01-28,Mandiri
BCA4160,102423,2024-01-03,BCA
BRI4161,114026,2024-01-11,BRI
BRI4162,114315,2024-01-16,BRI
BRI4163,106267,2024-01-07,BRI
